BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
3.1,1,-2024.85,466.82,51.3,62.67
3.1,3,-2016.02,474.18,13.48,12.07
3.1,0,-2016.02,474.18,0.11,0.1
3.1,0,-1954.17,440.31,129.37,-65.95
3.09,0,-1803.96,363.74,143.51,-75.65
3.1,1,-1733.28,304.83,2.32,-29.69
3.1,3,-1730.33,307.78,2.12,1.59
3.1,1,-1724.44,312.2,0.46,0.38
3.09,0,-1724.44,312.2,0,0
3.09,0,-1756.84,281.27,-73.85,-76.26
3.1,2,-1826.05,215,-18.29,-18.86
3.09,0,-1693.51,290.11,140.55,80.29
3.1,0,-1596.32,359.32,49.86,37.48
3.09,0,-1596.32,359.32,0.38,0.29
3.1,1,-1583.07,349.01,7.7,-5.79
3.1,1,-1583.07,349.01,0.06,-0.04
3.09,0,-1583.07,349.01,0,-0
3.09,2,-1528.58,282.74,57.16,-72.3
3.1,3,-1515.33,291.58,1.51,0.21
3.09,0,-1515.33,291.58,0.01,0
3.1,1,-1515.33,291.58,0,0
3.09,2,-1515.33,291.58,0,0
3.1,3,-1502.07,298.94,1.22,0.67
3.1,0,-1499.13,301.89,2.66,1.63
3.1,0,-1368.07,404.97,135.56,102.02
3.1,0,-1241.42,502.16,119.17,97.82
3.09,0,-1122.14,413.81,120.02,-86.7
3.09,0,-1008.75,326.92,118.78,-88.35
3.09,0,-1147.17,228.26,-140.77,-97.21
3.1,0,-1210.49,185.55,-13.62,-8.7
3.09,0,-1320.94,259.18,-133.65,88.19
3.1,0,-1452,349.01,-132.65,89.44
3.1,0,-1362.17,288.63,137.1,-86.32
3.09,0,-1228.17,197.33,132.79,-90.14
3.1,0,-1285.6,116.34,-88.22,-78.9
3.1,0,-1390.15,35.34,-100.8,-79.95
3.09,1,-1521.22,-50.07,-139.34,-87.1
3.1,0,-1531.53,-54.49,-2.01,-1.16
3.1,0,-1424.03,-131.06,133.07,-99.78
3.1,0,-1272.35,-234.15,156.59,-103.39
3.09,0,-1307.69,-341.65,-96.55,-112.57
