BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
2.79,5,-446.2,521.31,0,-65.98
2.83,5,-446.2,452.09,0,-71.67
2.81,5,-521.31,496.27,-89.46,56.7
2.72,5,-391.72,391.72,194.54,-166.04
2.81,5,-410.86,422.64,-58.52,78.17
2.82,5,-321.03,428.53,100.7,1.15
2.83,9,-344.59,428.53,-4.3,0.01
2.73,6,-260.65,457.99,178.28,64.54
2.82,6,-82.47,580.21,160.15,127.85
2.82,6,55.96,727.48,138.36,151.76
2.82,6,197.33,862.96,152.3,129.73
2.76,6,268.02,974.88,49.26,107.71
2.88,7,351.96,1054.4,80.18,41.9
2.82,7,351.96,1054.4,0.64,0.32
2.82,7,351.96,1054.4,0,0
2.81,7,351.96,1054.4,0,0
2.81,7,351.96,1054.4,0,0
2.82,7,351.96,1054.4,0,0
2.8,8,282.74,999.91,-147.04,-111.18
2.79,8,75.1,848.23,-210.93,-148.57
2.8,8,-94.25,783.43,-131,34.47
2.82,8,-189.97,854.12,-102.95,71.41
2.81,8,-285.69,924.81,-108.81,77.2
2.81,5,-332.81,968.98,-4.92,13.48
2.81,5,-387.3,966.04,-96.56,-2.91
2.81,5,-484.49,966.04,-110.34,-0.02
2.82,5,-527.2,966.04,-10.61,-0
2.82,5,-527.2,966.04,-0.07,-0
2.82,5,-527.2,935.11,-0,-56.77
2.82,5,-527.2,868.85,-0,-68.65
2.81,5,-506.58,833.5,38.12,-7.59
2.81,5,-493.33,833.5,3.23,-0.06
2.82,5,-459.46,832.03,71.67,-3.58
2.81,5,-369.63,832.03,80.15,-0.05
2.8,5,-318.09,857.07,11.46,44.05
2.81,5,-318.09,904.19,0.08,53.13
2.8,5,-316.61,917.44,0.73,-6.61
2.79,5,-316.61,917.44,0.01,-0.05
2.68,5,-394.66,876.21,-175.12,-118.79
2.67,5,-400.55,967.51,-103.59,156.88
2.81,5,-513.94,1085.32,4.68,70.25
2.79,9,-512.47,1122.14,0.26,33.76
2.81,9,-512.47,1126.56,0,0.58
2.8,6,-434.42,1225.22,116.23,143.79
